word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
oneday,0,0,0,0,0.197,0,0,0
scripture,0,0,0,0,0.196,0,0,0.609
mountains,0,0,0,0,0.194,0,0,0
craziness,0,0,0,0,0.188,0,0,0
tea,0,0,0,0,0.188,0,0,0
walking,0,0,0,0,0.188,0,0,0
whiteness,0,0,0,0,0.188,0,0,0
forefathers,0,0,0,0,0.188,0,0,0.539
pathway,0,0,0,0,0.188,0,0,0
custom,0,0,0,0,0.188,0,0,0
quiet,0,0,0,0,0.188,0.094,0,0
soppy,0,0,0,0,0.188,0,0,0
movingon,0,0,0,0,0.182,0,0,0
dollhouse,0,0,0,0,0.182,0,0,0
bath,0,0,0,0,0.182,0,0,0
supporter,0,0,0,0,0.180,0,0,0.734
pursuit,0,0,0,0,0.176,0,0,0
frosty,0,0,0,0,0.174,0,0,0
luncheon,0,0,0,0,0.172,0,0,0
service,0,0,0,0,0.172,0,0,0
workout,0,0,0,0,0.172,0,0,0
wintery,0,0,0,0,0.172,0,0,0
civilized,0,0,0,0,0.169,0,0,0.625
wages,0,0,0,0,0.169,0,0,0
december,0,0,0,0,0.167,0,0,0
chai,0,0,0,0,0.156,0,0,0
obtainable,0,0,0,0,0.156,0,0,0
peppermint,0,0,0,0,0.156,0,0,0
break,0,0,0,0,0.156,0,0.461,0
reproductive,0,0,0,0,0.156,0,0,0
stroll,0,0,0,0,0.156,0,0,0
bathtub,0,0,0,0,0.156,0,0,0
measured,0,0,0,0,0.152,0,0,0.570
scifi,0,0,0,0,0.152,0,0,0
spaniel,0,0,0,0,0.145,0,0,0.312
ditty,0,0,0,0,0.141,0,0,0
oils,0,0,0,0,0.141,0,0,0
tan,0,0,0,0,0.141,0,0,0
simple,0,0,0,0,0.141,0,0,0
bubble,0,0,0,0,0.141,0,0,0
beer,0,0,0,0,0.141,0,0,0
green,0,0,0,0,0.137,0,0,0.359
makingdisciples,0,0,0,0,0.136,0,0,0
buss,0,0,0,0,0.136,0,0,0
books,0,0,0,0,0.136,0,0,0
chow,0,0,0,0,0.135,0,0,0
pitter,0,0,0,0,0.134,0,0,0
flows,0,0,0,0,0.130,0,0,0
silence,0,0,0,0,0.127,0,0,0
bookstore,0,0,0,0,0.125,0,0,0
solitude,0,0,0,0,0.125,0,0,0
roadster,0,0,0,0,0.125,0,0,0.359
circumstances,0,0,0,0,0.125,0,0,0.359
wine,0,0,0,0,0.125,0,0,0
soak,0,0,0,0,0.121,0,0,0
japan,0,0,0,0,0.121,0,0,0
critical,0,0,0,0,0.116,0,0,0
sand,0,0,0,0,0.109,0,0,0
wind,0,0,0,0,0.109,0,0,0
untie,0,0,0,0,0.109,0,0,0
classical,0,0,0,0,0.106,0,0,0
lake,0,0,0,0,0.103,0,0,0
dwelling,0,0,0,0,0.094,0,0,0
pond,0,0,0,0,0.089,0,0,0
marrow,0,0,0,0,0.078,0,0,0.367
latte,0,0,0,0,0.078,0,0,0
sipping,0,0,0,0,0.076,0,0,0
benign,0,0,0,0,0.074,0,0,0
majority,0,0,0,0,0.073,0,0,0.539
leaf,0,0,0,0,0.065,0,0,0
troubles,0,0,0,0,0.062,0,0,0
explosions,0,0,0,0,0.061,0,0,0
shepherd,0,0,0,0,0.058,0,0,0.508
tuesday,0,0,0,0,0.047,0,0,0
calf,0,0,0,0,0.040,0,0,0.289
hardship,0,0,0,0,0.031,0.685,0,0
unhappiness,0,0,0,0,0.016,0.839,0,0
sixty,0,0,0,0,0.016,0,0,0
mourning,0,0,0,0,0,0.969,0,0
heartbreaking,0,0,0,0,0,0.969,0,0
tragic,0,0,0,0,0,0.961,0,0
grieving,0,0,0,0,0,0.922,0,0
bereavement,0,0,0,0,0,0.922,0,0
bereaved,0,0,0,0,0,0.920,0,0
devastated,0,0,0,0,0,0.912,0,0
died,0,0,0,0,0,0.906,0,0
weeping,0,0,0,0,0,0.896,0,0
stillbirth,0,0,0,0,0,0.891,0,0
deceased,0,0,0,0,0,0.891,0,0
sadness,0,0,0,0,0,0.864,0,0.250
grief,0,0,0,0,0,0.859,0,0
betrayed,0,0,0,0,0,0.848,0,0
funeral,0,0,0,0,0,0.844,0,0
sad,0,0,0,0,0,0.844,0,0
crippled,0,0,0,0,0,0.836,0,0
stillborn,0,0,0,0,0,0.830,0,0
morbid,0,0,0,0,0,0.828,0,0
mourn,0,0,0,0,0,0.828,0,0
sadly,0,0,0,0,0,0.812,0,0
famine,0,0,0,0,0,0.812,0,0
distraught,0,0,0,0,0,0.812,0,0
saddens,0,0,0,0,0,0.812,0,0
heartache,0,0,0,0,0,0.812,0,0
childloss,0,0,0,0,0,0.812,0,0
inhumanity,0,0,0,0,0,0.804,0,0
perished,0,0,0,0,0,0.797,0,0
brokenheart,0,0,0,0,0,0.792,0,0
disheartened,0,0,0,0,0,0.788,0,0
bury,0,0,0,0,0,0.781,0,0
crying,0,0,0,0,0,0.781,0,0
heartbreak,0,0,0,0,0,0.781,0,0
condolence,0,0,0,0,0,0.766,0,0
moribund,0,0,0,0,0,0.758,0,0
painfully,0,0,0,0,0,0.758,0,0
sorrowful,0,0,0,0,0,0.750,0,0
cry,0,0,0,0,0,0.750,0,0
depressive,0,0,0,0,0,0.750,0,0
defeated,0,0,0,0,0,0.750,0,0.258
regretful,0,0,0,0,0,0.750,0,0
abysmal,0,0,0,0,0,0.742,0,0
miserably,0,0,0,0,0,0.734,0,0
lonesome,0,0,0,0,0,0.734,0,0
listless,0,0,0,0,0,0.729,0,0
unfortunately,0,0,0,0,0,0.727,0,0
emptiness,0,0,0,0,0,0.727,0,0
alienated,0,0,0,0,0,0.727,0,0
heartless,0,0,0,0,0,0.719,0,0
cried,0,0,0,0,0,0.719,0,0
disheartening,0,0,0,0,0,0.719,0,0
rejected,0,0,0,0,0,0.712,0,0
torn,0,0,0,0,0,0.710,0,0
calamity,0,0,0,0,0,0.709,0,0
extinct,0,0,0,0,0,0.703,0,0
obit,0,0,0,0,0,0.703,0.352,0
isolation,0,0,0,0,0,0.703,0,0
isolate,0,0,0,0,0,0.703,0,0
lifesucks,0,0,0,0,0,0.700,0,0
widow,0,0,0,0,0,0.697,0,0
regretting,0,0,0,0,0,0.688,0,0
widower,0,0,0,0,0,0.688,0,0
teary,0,0,0,0,0,0.688,0,0
hospice,0,0,0,0,0,0.688,0,0
nohope,0,0,0,0,0,0.688,0,0
sob,0,0,0,0,0,0.688,0,0
foreveralone,0,0,0,0,0,0.688,0,0
missingyou,0,0,0,0,0,0.672,0,0
obituary,0,0,0,0,0,0.672,0,0
abortive,0,0,0,0,0,0.672,0,0
decomposed,0,0,0,0,0,0.672,0,0
feelingdown,0,0,0,0,0,0.672,0,0
barren,0,0,0,0,0,0.670,0,0
dreary,0,0,0,0,0,0.656,0,0
shitty,0,0,0,0,0,0.656,0,0
weep,0,0,0,0,0,0.656,0,0
lamenting,0,0,0,0,0,0.656,0,0
bleak,0,0,0,0,0,0.656,0,0
tear,0,0,0,0,0,0.656,0,0
regretted,0,0,0,0,0,0.652,0,0
disability,0,0,0,0,0,0.648,0,0
infertility,0,0,0,0,0,0.641,0,0
stricken,0,0,0,0,0,0.641,0,0
shroud,0,0,0,0,0,0.641,0,0
woeful,0,0,0,0,0,0.641,0,0
terribly,0,0,0,0,0,0.641,0,0
termination,0,0,0,0,0,0.641,0,0
mausoleum,0,0,0,0,0,0.630,0,0
shattered,0,0,0,0,0,0.630,0,0
forlorn,0,0,0,0,0,0.625,0,0
posthumous,0,0,0,0,0,0.625,0,0
disappointing,0,0,0,0,0,0.625,0,0
lost,0,0,0,0,0,0.625,0,0
regret,0,0,0,0,0,0.625,0,0
terminate,0,0,0,0,0,0.625,0,0
undesired,0,0,0,0,0,0.625,0,0
gloom,0,0,0,0,0,0.625,0,0
demolished,0,0,0,0,0,0.625,0,0
cremation,0,0,0,0,0,0.621,0,0
forsake,0,0,0,0,0,0.621,0,0
melancholy,0,0,0,0,0,0.621,0,0
faithless,0,0,0,0,0,0.609,0,0
breakup,0,0,0,0,0,0.609,0,0
shameful,0,0,0,0,0,0.609,0,0
alone,0,0,0,0,0,0.600,0,0
angst,0,0,0,0,0,0.598,0,0
bawl,0,0,0,0,0,0.594,0,0
petloss,0,0,0,0,0,0.594,0,0
condolences,0,0,0,0,0,0.594,0,0
somber,0,0,0,0,0,0.594,0,0
crumbling,0,0,0,0,0,0.594,0,0
nothingness,0,0,0,0,0,0.594,0,0
deprived,0,0,0,0,0,0.594,0,0
remorse,0,0,0,0,0,0.594,0,0
captivity,0,0,0,0,0,0.594,0,0
melancholic,0,0,0,0,0,0.591,0,0
haggard,0,0,0,0,0,0.587,0,0
unwell,0,0,0,0,0,0.578,0,0
denied,0,0,0,0,0,0.578,0,0.211
interment,0,0,0,0,0,0.578,0,0
gloomy,0,0,0,0,0,0.578,0,0
damages,0,0,0,0,0,0.576,0,0
urn,0,0,0,0,0,0.562,0,0
sadday,0,0,0,0,0,0.562,0,0
tomb,0,0,0,0,0,0.562,0,0
runaway,0,0,0,0,0,0.562,0,0
pauper,0,0,0,0,0,0.562,0,0
expire,0,0,0,0,0,0.562,0,0
departed,0,0,0,0,0,0.558,0,0
memorial,0,0,0,0,0,0.547,0,0
bummed,0,0,0,0,0,0.547,0,0
resignation,0,0,0,0,0,0.547,0.281,0
pity,0,0,0,0,0,0.547,0,0
imissyou,0,0,0,0,0,0.547,0,0
malaise,0,0,0,0,0,0.547,0,0
glum,0,0,0,0,0,0.547,0,0
surrendering,0,0,0,0,0,0.547,0,0
dark,0,0,0,0,0,0.545,0,0
aching,0,0,0,0,0,0.544,0,0
undertaker,0,0,0,0,0,0.538,0,0
requiem,0,0,0,0,0,0.531,0,0
ache,0,0,0,0,0,0.531,0,0
console,0,0,0,0,0,0.531,0,0
epitaph,0,0,0,0,0,0.531,0,0
homesick,0,0,0,0,0,0.531,0,0
fooled,0,0,0,0,0,0.531,0,0
sorely,0,0,0,0,0,0.531,0,0
defunct,0,0,0,0,0,0.518,0,0
sequestration,0,0,0,0,0,0.516,0,0
wither,0,0,0,0,0,0.516,0,0
weakness,0,0,0,0,0,0.516,0,0.266
blindness,0,0,0,0,0,0.516,0,0
unrequited,0,0,0,0,0,0.509,0,0
regrettable,0,0,0,0,0,0.509,0,0
messedup,0,0,0,0,0,0.500,0,0
chronic,0,0,0,0,0,0.500,0,0
discomfort,0,0,0,0,0,0.500,0,0
ungodly,0,0,0,0,0,0.500,0,0
dolor,0,0,0,0,0,0.500,0,0
evict,0,0,0,0,0,0.500,0,0
negative,0,0,0,0,0,0.500,0,0
cytomegalovirus,0,0,0,0,0,0.500,0,0
impossible,0,0,0,0,0,0.500,0,0
drugged,0,0,0,0,0,0.500,0,0
weary,0,0,0,0,0,0.500,0,0
damper,0,0,0,0,0,0.500,0,0
repress,0,0,0,0,0,0.484,0,0
inadequate,0,0,0,0,0,0.484,0,0
frailty,0,0,0,0,0,0.484,0,0
weariness,0,0,0,0,0,0.484,0,0
worn,0,0,0,0,0,0.484,0,0
beg,0,0,0,0,0,0.484,0,0
lowest,0,0,0,0,0,0.478,0,0
ail,0,0,0,0,0,0.469,0,0
disapproval,0,0,0,0,0,0.469,0,0
fallout,0,0,0,0,0,0.469,0,0
leftout,0,0,0,0,0,0.469,0,0
unfortunate,0,0,0,0,0,0.469,0,0
frayed,0,0,0,0,0,0.467,0,0
infamy,0,0,0,0,0,0.464,0,0
wane,0,0,0,0,0,0.456,0,0
badly,0,0,0,0,0,0.455,0,0
gone,0,0,0,0,0,0.453,0,0
refugee,0,0,0,0,0,0.453,0,0
memorials,0,0,0,0,0,0.453,0,0
inhospitable,0,0,0,0,0,0.453,0,0
criticise,0,0,0,0,0,0.453,0,0
frown,0,0,0,0,0,0.453,0,0
perplexity,0,0,0,0,0,0.453,0,0
secluded,0,0,0,0,0,0.453,0,0
inability,0,0,0,0,0,0.453,0,0
fell,0,0,0,0,0,0.453,0,0
doldrums,0,0,0,0,0,0.453,0,0
bittersweet,0,0,0,0,0,0.453,0,0
lowly,0,0,0,0,0,0.448,0,0
lone,0,0,0,0,0,0.446,0,0
annulment,0,0,0,0,0,0.440,0,0
delirious,0,0,0,0,0,0.439,0,0
badday,0,0,0,0,0,0.439,0,0
emotional,0,0,0,0,0,0.438,0,0
lethargy,0,0,0,0,0,0.438,0,0
sympathize,0,0,0,0,0,0.438,0,0
apathetic,0,0,0,0,0,0.438,0,0
forbid,0,0,0,0,0,0.438,0,0
departure,0,0,0,0,0,0.438,0,0
futile,0,0,0,0,0,0.438,0,0
imprudent,0,0,0,0,0,0.438,0,0
pensive,0,0,0,0,0,0.438,0,0
farewell,0,0,0,0,0,0.438,0,0
cancellation,0,0,0,0,0,0.438,0,0
absent,0,0,0,0,0,0.438,0,0
disconnected,0,0,0,0,0,0.438,0,0
diminish,0,0,0,0,0,0.438,0,0
indigent,0,0,0,0,0,0.438,0,0
abscess,0,0,0,0,0,0.438,0,0
draining,0,0,0,0,0,0.424,0,0
lastday,0,0,0,0,0,0.424,0,0
dispassionate,0,0,0,0,0,0.422,0,0
beggar,0,0,0,0,0,0.422,0,0
unwelcome,0,0,0,0,0,0.422,0,0
rip,0,0,0,0,0,0.422,0,0
deviation,0,0,0,0,0,0.422,0,0
falling,0,0,0,0,0,0.422,0,0
handicap,0,0,0,0,0,0.422,0,0
difficulties,0,0,0,0,0,0.421,0,0
drab,0,0,0,0,0,0.420,0,0
fall,0,0,0,0,0,0.418,0,0
meaningless,0,0,0,0,0,0.409,0,0
subjected,0,0,0,0,0,0.406,0,0
fault,0,0,0,0,0,0.406,0,0
fatigued,0,0,0,0,0,0.406,0,0
sigh,0,0,0,0,0,0.402,0,0
blue,0,0,0,0,0,0.400,0,0
needalife,0,0,0,0,0,0.398,0,0
pointless,0,0,0,0,0,0.394,0,0
embarrass,0,0,0,0,0,0.394,0,0
refused,0,0,0,0,0,0.391,0,0
cage,0,0,0,0,0,0.391,0,0
noose,0,0,0,0,0,0.391,0,0
monsoon,0,0,0,0,0,0.391,0,0
rue,0,0,0,0,0,0.391,0,0
feeble,0,0,0,0,0,0.391,0,0
ifonly,0,0,0,0,0,0.391,0,0
exhausted,0,0,0,0,0,0.391,0,0
debt,0,0,0,0,0,0.391,0,0
miss,0,0,0,0,0,0.379,0,0
geriatric,0,0,0,0,0,0.379,0,0
ashes,0,0,0,0,0,0.377,0,0
funk,0,0,0,0,0,0.375,0,0
overcast,0,0,0,0,0,0.375,0,0
inferior,0,0,0,0,0,0.375,0,0
disqualify,0,0,0,0,0,0.375,0,0
sympathy,0,0,0,0,0,0.375,0,0
dispel,0,0,0,0,0,0.375,0,0
slump,0,0,0,0,0,0.375,0,0
goodbye,0,0,0,0,0,0.375,0,0
parting,0,0,0,0,0,0.375,0,0
sucks,0,0,0,0,0,0.375,0,0
withdraw,0,0,0,0,0,0.375,0,0
apologize,0,0,0,0,0,0.370,0,0.477
inter,0,0,0,0,0,0.364,0,0
empty,0,0,0,0,0,0.364,0,0
plaintive,0,0,0,0,0,0.359,0,0
disconnect,0,0,0,0,0,0.359,0,0
unable,0,0,0,0,0,0.359,0,0
corse,0,0,0,0,0,0.359,0,0
unsuccessful,0,0,0,0,0,0.359,0,0
fruitless,0,0,0,0,0,0.359,0,0
numbness,0,0,0,0,0,0.359,0,0
hindering,0,0,0,0,0,0.359,0,0
intervention,0,0,0,0,0,0.348,0,0
spoiler,0,0,0,0,0,0.348,0,0
absentee,0,0,0,0,0,0.348,0,0
flaw,0,0,0,0,0,0.347,0,0
blindly,0,0,0,0,0,0.344,0,0
uninspired,0,0,0,0,0,0.344,0,0
furrow,0,0,0,0,0,0.344,0,0
cumbersome,0,0,0,0,0,0.344,0,0
attenuation,0,0,0,0,0,0.344,0,0
resigned,0,0,0,0,0,0.344,0,0
detention,0,0,0,0,0,0.344,0,0
stained,0,0,0,0,0,0.344,0,0
severance,0,0,0,0,0,0.333,0,0
unacknowledged,0,0,0,0,0,0.328,0,0
unacceptable,0,0,0,0,0,0.328,0,0
leave,0,0,0,0,0,0.328,0.234,0
sterile,0,0,0,0,0,0.328,0,0
flaccid,0,0,0,0,0,0.324,0,0
hobo,0,0,0,0,0,0.323,0,0
scarcely,0,0,0,0,0,0.318,0,0
mistake,0,0,0,0,0,0.312,0,0
committal,0,0,0,0,0,0.312,0,0
nonsensical,0,0,0,0,0,0.312,0,0
clouded,0,0,0,0,0,0.312,0,0
evanescence,0,0,0,0,0,0.312,0.453,0
conceal,0,0,0,0,0,0.311,0,0
confess,0,0,0,0,0,0.303,0,0.484
alas,0,0,0,0,0,0.302,0,0
wrinkled,0,0,0,0,0,0.297,0,0
dull,0,0,0,0,0,0.297,0,0
weak,0,0,0,0,0,0.297,0,0
migraine,0,0,0,0,0,0.297,0,0
subsidence,0,0,0,0,0,0.297,0,0
setback,0,0,0,0,0,0.297,0,0
toocold,0,0,0,0,0,0.297,0,0
hermit,0,0,0,0,0,0.296,0,0.305
moving,0,0,0,0,0,0.295,0,0
unimportant,0,0,0,0,0,0.288,0,0
down,0,0,0,0,0,0.281,0,0
taint,0,0,0,0,0,0.281,0,0
wearily,0,0,0,0,0,0.281,0,0
excluding,0,0,0,0,0,0.281,0,0
grey,0,0,0,0,0,0.281,0,0
unseat,0,0,0,0,0,0.281,0,0
apathy,0,0,0,0,0,0.281,0,0
negro,0,0,0,0,0,0.281,0,0
jurisprudence,0,0,0,0,0,0.273,0,0
lax,0,0,0,0,0,0.266,0,0
mixedemotions,0,0,0,0,0,0.266,0,0
unrealistic,0,0,0,0,0,0.266,0,0
drifted,0,0,0,0,0,0.266,0,0
leaving,0,0,0,0,0,0.266,0,0
eternity,0,0,0,0,0,0.266,0,0
restrict,0,0,0,0,0,0.259,0,0
misrepresentation,0,0,0,0,0,0.259,0,0
stagnant,0,0,0,0,0,0.259,0,0
nosun,0,0,0,0,0,0.255,0,0
backwater,0,0,0,0,0,0.255,0,0
pine,0,0,0,0,0,0.250,0,0
labored,0,0,0,0,0,0.250,0,0
incomplete,0,0,0,0,0,0.250,0,0
gullible,0,0,0,0,0,0.250,0,0.281
anchorage,0,0,0,0,0,0.250,0,0
error,0,0,0,0,0,0.250,0,0
uneducated,0,0,0,0,0,0.250,0,0
rainyday,0,0,0,0,0,0.242,0,0
necessity,0,0,0,0,0,0.236,0,0
boredom,0,0,0,0,0,0.235,0,0
foggy,0,0,0,0,0,0.234,0,0
misty,0,0,0,0,0,0.234,0,0
cancel,0,0,0,0,0,0.234,0,0
void,0,0,0,0,0,0.234,0,0
cloudy,0,0,0,0,0,0.234,0,0
pale,0,0,0,0,0,0.234,0,0
uninteresting,0,0,0,0,0,0.234,0,0
hollow,0,0,0,0,0,0.234,0,0
rainy,0,0,0,0,0,0.227,0,0
uninterested,0,0,0,0,0,0.223,0,0
bottom,0,0,0,0,0,0.223,0,0
fasting,0,0,0,0,0,0.220,0,0
boooo,0,0,0,0,0,0.219,0,0
dole,0,0,0,0,0,0.219,0,0
coping,0,0,0,0,0,0.219,0,0
cocaine,0,0,0,0,0,0.218,0,0
tough,0,0,0,0,0,0.212,0,0
hoary,0,0,0,0,0,0.203,0,0
chilly,0,0,0,0,0,0.203,0,0
sluggish,0,0,0,0,0,0.203,0,0
yucky,0,0,0,0,0,0.203,0,0
lower,0,0,0,0,0,0.203,0,0
sprain,0,0,0,0,0,0.203,0,0
arid,0,0,0,0,0,0.203,0,0
wanting,0,0,0,0,0,0.202,0,0
rack,0,0,0,0,0,0.188,0,0
rumor,0,0,0,0,0,0.188,0,0
invalid,0,0,0,0,0,0.188,0,0
meh,0,0,0,0,0,0.188,0,0
splitting,0,0,0,0,0,0.188,0,0
interrupted,0,0,0,0,0,0.188,0,0
cold,0,0,0,0,0,0.188,0,0
veal,0,0,0,0,0,0.188,0,0.312
strip,0,0,0,0,0,0.179,0,0
divided,0,0,0,0,0,0.172,0,0
overload,0,0,0,0,0,0.172,0,0
sap,0,0,0,0,0,0.172,0,0
memories,0,0,0,0,0,0.172,0,0
nosnow,0,0,0,0,0,0.169,0,0
rain,0,0,0,0,0,0.163,0,0
untitled,0,0,0,0,0,0.157,0,0
weeds,0,0,0,0,0,0.156,0,0
snort,0,0,0,0,0,0.154,0,0
inconsequential,0,0,0,0,0,0.152,0,0
tax,0,0,0,0,0,0.142,0,0
emo,0,0,0,0,0,0.141,0,0
kennel,0,0,0,0,0,0.130,0,0
meek,0,0,0,0,0,0.125,0,0
clouds,0,0,0,0,0,0.125,0,0
margin,0,0,0,0,0,0.125,0,0
terrific,0,0,0,0,0,0.125,0,0
late,0,0,0,0,0,0.125,0,0
boo,0,0,0,0,0,0.094,0,0
hut,0,0,0,0,0,0.078,0,0
ovation,0,0,0,0,0,0.078,0,0
wet,0,0,0,0,0,0.078,0,0
motivating,0,0,0,0,0,0.078,0,0
relics,0,0,0,0,0,0.061,0,0
couch,0,0,0,0,0,0.060,0,0
napkin,0,0,0,0,0,0.031,0,0
nutritious,0,0,0,0,0,0.015,0,0
flabbergast,0,0,0,0,0,0,0.906,0
shockingly,0,0,0,0,0,0,0.875,0
surprised,0,0,0,0,0,0,0.867,0
surprising,0,0,0,0,0,0,0.867,0
astonishingly,0,0,0,0,0,0,0.852,0
thunderstruck,0,0,0,0,0,0,0.844,0
jolt,0,0,0,0,0,0,0.844,0
dazzle,0,0,0,0,0,0,0.836,0
unexpectedly,0,0,0,0,0,0,0.836,0
startling,0,0,0,0,0,0,0.828,0
suddenly,0,0,0,0,0,0,0.828,0
astound,0,0,0,0,0,0,0.820,0
astonish,0,0,0,0,0,0,0.805,0
awestruck,0,0,0,0,0,0,0.797,0
exclaim,0,0,0,0,0,0,0.789,0
amazement,0,0,0,0,0,0,0.781,0
unpredictable,0,0,0,0,0,0,0.758,0
stupefy,0,0,0,0,0,0,0.758,0
dumfound,0,0,0,0,0,0,0.758,0
overwhelming,0,0,0,0,0,0,0.758,0
erratic,0,0,0,0,0,0,0.750,0
unimaginable,0,0,0,0,0,0,0.750,0
outrageous,0,0,0,0,0,0,0.750,0
amaze,0,0,0,0,0,0,0.742,0
blitz,0,0,0,0,0,0,0.742,0
bewilder,0,0,0,0,0,0,0.742,0
petrify,0,0,0,0,0,0,0.742,0
stupefaction,0,0,0,0,0,0,0.734,0
moonstruck,0,0,0,0,0,0,0.727,0
sudden,0,0,0,0,0,0,0.727,0
awe,0,0,0,0,0,0,0.719,0
breathless,0,0,0,0,0,0,0.719,0
unanticipated,0,0,0,0,0,0,0.719,0
amazedness,0,0,0,0,0,0,0.719,0
electrify,0,0,0,0,0,0,0.711,0
gasp,0,0,0,0,0,0,0.711,0
stun,0,0,0,0,0,0,0.711,0
abrupt,0,0,0,0,0,0,0.703,0
unforeseen,0,0,0,0,0,0,0.703,0
surge,0,0,0,0,0,0,0.703,0
dumfounder,0,0,0,0,0,0,0.695,0
unprecedented,0,0,0,0,0,0,0.695,0
incredible,0,0,0,0,0,0,0.688,0
monstrous,0,0,0,0,0,0,0.680,0
inexplicable,0,0,0,0,0,0,0.672,0
accidentally,0,0,0,0,0,0,0.672,0
striking,0,0,0,0,0,0,0.672,0
topple,0,0,0,0,0,0,0.664,0
spellbound,0,0,0,0,0,0,0.648,0
unsuspecting,0,0,0,0,0,0,0.648,0
unintended,0,0,0,0,0,0,0.648,0
improvisation,0,0,0,0,0,0,0.641,0
gape,0,0,0,0,0,0,0.633,0
wonderment,0,0,0,0,0,0,0.625,0
trick,0,0,0,0,0,0,0.625,0
inimaginable,0,0,0,0,0,0,0.617,0
quickness,0,0,0,0,0,0,0.617,0
vanish,0,0,0,0,0,0,0.617,0
prank,0,0,0,0,0,0,0.617,0
splash,0,0,0,0,0,0,0.609,0
stupor,0,0,0,0,0,0,0.602,0
inconceivable,0,0,0,0,0,0,0.602,0
stupendous,0,0,0,0,0,0,0.594,0
randomly,0,0,0,0,0,0,0.586,0
wild,0,0,0,0,0,0,0.586,0
wondrous,0,0,0,0,0,0,0.586,0
premature,0,0,0,0,0,0,0.578,0
stagger,0,0,0,0,0,0,0.578,0
bizarre,0,0,0,0,0,0,0.578,0
fluke,0,0,0,0,0,0,0.578,0
dynamic,0,0,0,0,0,0,0.570,0
fascinate,0,0,0,0,0,0,0.562,0
uncover,0,0,0,0,0,0,0.562,0
reappear,0,0,0,0,0,0,0.562,0
zany,0,0,0,0,0,0,0.555,0
thaumaturgy,0,0,0,0,0,0,0.555,0
daze,0,0,0,0,0,0,0.547,0
thwart,0,0,0,0,0,0,0.547,0
rarity,0,0,0,0,0,0,0.547,0
illusion,0,0,0,0,0,0,0.539,0
marvel,0,0,0,0,0,0,0.539,0
lunge,0,0,0,0,0,0,0.539,0
snag,0,0,0,0,0,0,0.531,0
sensation,0,0,0,0,0,0,0.531,0
undiscovered,0,0,0,0,0,0,0.523,0
immediacy,0,0,0,0,0,0,0.523,0
chance,0,0,0,0,0,0,0.516,0
stealthily,0,0,0,0,0,0,0.516,0
unintentionally,0,0,0,0,0,0,0.508,0
reflex,0,0,0,0,0,0,0.508,0
pop,0,0,0,0,0,0,0.508,0
infrequent,0,0,0,0,0,0,0.500,0
pang,0,0,0,0,0,0,0.500,0
diversion,0,0,0,0,0,0,0.500,0
nab,0,0,0,0,0,0,0.492,0
camouflage,0,0,0,0,0,0,0.492,0
unutterable,0,0,0,0,0,0,0.492,0
trump,0,0,0,0,0,0,0.492,0
decoy,0,0,0,0,0,0,0.492,0
variable,0,0,0,0,0,0,0.484,0
inexpressible,0,0,0,0,0,0,0.484,0
magician,0,0,0,0,0,0,0.484,0
underestimate,0,0,0,0,0,0,0.484,0
horde,0,0,0,0,0,0,0.484,0
incident,0,0,0,0,0,0,0.477,0
gawk,0,0,0,0,0,0,0.477,0
strange,0,0,0,0,0,0,0.477,0
unguarded,0,0,0,0,0,0,0.477,0
rapid,0,0,0,0,0,0,0.469,0
leery,0,0,0,0,0,0,0.469,0
slip,0,0,0,0,0,0,0.461,0
divergent,0,0,0,0,0,0,0.461,0
coincidence,0,0,0,0,0,0,0.461,0
subito,0,0,0,0,0,0,0.461,0
overestimate,0,0,0,0,0,0,0.453,0
stound,0,0,0,0,0,0,0.445,0
perchance,0,0,0,0,0,0,0.445,0
unintentional,0,0,0,0,0,0,0.438,0
fascination,0,0,0,0,0,0,0.430,0
judgment,0,0,0,0,0,0,0.422,0.469
stealth,0,0,0,0,0,0,0.422,0
originality,0,0,0,0,0,0,0.422,0
riddle,0,0,0,0,0,0,0.422,0
quicksilver,0,0,0,0,0,0,0.422,0
elusive,0,0,0,0,0,0,0.414,0
guess,0,0,0,0,0,0,0.398,0
burlesque,0,0,0,0,0,0,0.398,0
secrecy,0,0,0,0,0,0,0.398,0.250
incontinence,0,0,0,0,0,0,0.391,0
peri,0,0,0,0,0,0,0.391,0
hermaphrodite,0,0,0,0,0,0,0.391,0
camouflaged,0,0,0,0,0,0,0.375,0
mystic,0,0,0,0,0,0,0.375,0
modify,0,0,0,0,0,0,0.352,0
postponement,0,0,0,0,0,0,0.352,0
prodigious,0,0,0,0,0,0,0.336,0
catch,0,0,0,0,0,0,0.320,0
scrimmage,0,0,0,0,0,0,0.312,0
inaffable,0,0,0,0,0,0,0.312,0
occasional,0,0,0,0,0,0,0.312,0
sally,0,0,0,0,0,0,0.305,0
palpable,0,0,0,0,0,0,0.297,0
differently,0,0,0,0,0,0,0.297,0
polarity,0,0,0,0,0,0,0.297,0
greeting,0,0,0,0,0,0,0.289,0
trip,0,0,0,0,0,0,0.281,0
stare,0,0,0,0,0,0,0.273,0
admire,0,0,0,0,0,0,0.266,0.703
somatic,0,0,0,0,0,0,0.266,0
mimicry,0,0,0,0,0,0,0.266,0
placard,0,0,0,0,0,0,0.227,0
nullify,0,0,0,0,0,0,0.203,0
purity,0,0,0,0,0,0,0.203,0
