word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
delay,0.197,0,0.297,0.141,0,0.373,0,0
misstatement,0.197,0,0.234,0,0,0,0,0
misunderstanding,0.195,0,0,0,0,0.359,0,0
inadmissible,0.191,0,0.305,0,0,0,0,0
excite,0.191,0.742,0,0.132,0.697,0,0.695,0
lightning,0.189,0,0,0.594,0,0,0.594,0
preclude,0.188,0,0,0,0,0,0,0
mournful,0.188,0,0,0.359,0,0.812,0,0
insecure,0.188,0,0,0.461,0,0.509,0,0
incase,0.188,0,0.258,0.109,0,0.297,0,0
mutter,0.182,0,0,0,0,0,0,0
pare,0.182,0.336,0,0.367,0,0.155,0,0
rating,0.182,0,0,0.250,0,0.109,0,0
claimant,0.182,0,0.180,0,0,0,0,0
insist,0.182,0,0,0,0,0,0,0
mistress,0.182,0,0.523,0,0,0,0,0
distracting,0.182,0.398,0,0,0,0,0,0
opium,0.180,0,0.445,0.344,0,0.303,0,0
deserve,0.176,0.602,0,0,0,0,0,0.516
willful,0.176,0,0,0,0,0.160,0,0
treat,0.175,0.516,0.078,0.094,0.529,0.076,0.312,0.422
insists,0.175,0,0,0,0,0,0,0
excitation,0.172,0.703,0,0.391,0.891,0,0.641,0
mighty,0.172,0,0,0.203,0.438,0,0,0.469
liberate,0.172,0.695,0,0,0.485,0,0.523,0.523
indecisive,0.172,0,0,0.250,0,0,0,0
hormonal,0.172,0,0,0,0,0,0,0
peice,0.172,0,0,0,0,0,0,0
gibberish,0.172,0,0,0,0,0,0,0
misplace,0.172,0,0.156,0,0,0,0,0
fee,0.172,0,0,0,0,0,0,0
thanksalot,0.172,0,0,0,0,0,0,0
fleece,0.172,0,0.195,0,0,0.109,0,0
yelp,0.168,0,0,0.281,0,0,0.516,0
mule,0.167,0,0,0,0,0,0,0.281
unequal,0.167,0,0.320,0.219,0,0.422,0,0
hamstring,0.167,0,0,0,0,0.312,0,0
bargaining,0.167,0,0,0,0,0,0,0
insufficiency,0.167,0,0,0,0,0,0,0
insignificant,0.167,0,0,0,0,0.438,0,0
attentionseekers,0.163,0,0,0,0,0,0,0
coop,0.156,0,0.304,0,0,0,0,0
rheumatism,0.156,0,0,0.438,0,0.562,0,0
forearm,0.156,0.250,0,0,0,0,0,0
indifference,0.156,0,0.203,0.250,0,0.219,0,0
underpaid,0.152,0,0,0,0,0.438,0,0
involvement,0.152,0,0,0,0,0,0,0
justthebeginning,0.152,0,0,0,0,0,0,0
disinformation,0.152,0,0,0.286,0,0,0,0
uncertain,0.152,0,0.352,0.172,0,0,0.633,0
bee,0.152,0,0,0.234,0,0,0,0
attorney,0.152,0,0,0.188,0,0,0,0.352
pretending,0.152,0,0,0,0,0,0,0
campaigning,0.151,0,0,0.125,0,0,0,0
hopelessness,0.149,0,0.438,0.531,0,0.844,0,0
feeling,0.147,0.555,0.141,0.328,0.359,0.172,0.359,0.518
legalized,0.145,0,0,0.156,0.203,0,0,0.578
caution,0.145,0.516,0,0.328,0,0,0,0
sterling,0.141,0.375,0,0,0.312,0,0,0.477
morals,0.141,0.266,0.195,0,0.297,0,0.203,0.695
subsidy,0.141,0,0.227,0,0,0,0,0
obliging,0.141,0.398,0.156,0.250,0.333,0,0.188,0.539
wimpy,0.140,0,0.367,0.312,0,0.348,0,0
bummer,0.139,0,0.148,0,0,0.439,0,0
saloon,0.136,0,0,0,0,0,0,0
blemish,0.136,0,0.531,0.266,0,0.310,0,0
misspell,0.136,0,0,0,0,0,0,0
repay,0.136,0.492,0,0,0.212,0,0,0.430
surcharge,0.136,0,0,0,0,0,0,0
geez,0.136,0,0,0,0,0,0,0
birch,0.135,0,0.203,0.172,0,0,0,0
noob,0.133,0,0,0,0,0,0,0
honk,0.133,0,0,0,0,0,0,0
orchestra,0.132,0,0,0,0.221,0.109,0,0.445
wireless,0.125,0.344,0,0,0,0,0.148,0
competitive,0.125,0,0,0,0,0,0,0
standstill,0.125,0,0,0.250,0,0,0,0
inattention,0.121,0,0,0,0,0,0,0
reversal,0.121,0,0.227,0,0,0,0.469,0
lace,0.118,0,0,0.111,0,0.118,0,0.344
elbow,0.117,0,0,0,0,0,0,0
instinctive,0.112,0,0.258,0.234,0,0,0,0
chant,0.111,0.383,0,0,0.203,0,0.234,0
gnome,0.109,0,0.203,0.188,0,0,0,0
lonely,0.109,0,0.297,0.183,0,0.656,0,0
tolerate,0.106,0,0,0,0,0.141,0,0
management,0.102,0,0,0,0,0,0,0.516
advocacy,0.100,0.500,0,0,0.250,0,0,0.680
moral,0.094,0,0,0,0,0,0,0.758
roadworks,0.091,0,0,0,0,0,0,0
honest,0.087,0,0.055,0.047,0.303,0.062,0,0.844
gent,0.076,0,0.188,0.141,0,0,0,0
forgetful,0.076,0,0,0,0,0,0,0
liquor,0.075,0,0,0,0.188,0.000,0,0
money,0.074,0.586,0,0,0.531,0,0.203,0.359
hood,0.071,0,0.203,0.266,0,0,0,0
curriculum,0.063,0,0,0,0,0,0,0
words,0.062,0,0,0,0,0,0,0
smell,0.061,0,0.445,0,0,0,0,0
playful,0.061,0,0,0,0.609,0,0.266,0.430
opera,0.061,0.469,0,0.057,0.109,0.078,0.242,0.336
elf,0.061,0,0.141,0.185,0.156,0,0,0
nurture,0.059,0.406,0.117,0.078,0.469,0,0,0.703
trumpet,0.059,0,0,0,0,0,0,0
counsellor,0.059,0,0,0.094,0,0,0,0.570
asleeep,0.059,0,0,0,0,0,0,0
birthplace,0.051,0,0,0,0,0,0,0
ribbon,0.047,0.328,0,0,0.212,0,0,0
youth,0.045,0.492,0,0.062,0.375,0,0.172,0
vote,0.045,0.547,0,0,0.234,0.031,0.125,0.555
cash,0.039,0.469,0,0.062,0.406,0,0,0.414
wannasleep,0.031,0,0,0,0,0,0,0
waffle,0.030,0,0,0,0,0.047,0,0
dame,0.030,0,0.219,0,0,0,0,0.344
buffet,0.029,0,0,0,0,0,0,0
celebrity,0.026,0.516,0.188,0,0.342,0,0.344,0.273
sisterhood,0.015,0,0,0,0,0.125,0.109,0.773
autocorrect,0.015,0,0,0,0,0,0,0
musical,0.011,0.367,0,0,0.422,0.045,0.219,0.492
tree,0.000,0.227,0.039,0,0.090,0,0.078,0.406
anticipation,0,0.859,0,0,0,0,0,0
excited,0,0.859,0,0,0.818,0,0.625,0.453
excitement,0,0.820,0,0,0.922,0,0.734,0
anticipate,0,0.820,0,0,0,0,0,0
eagerness,0,0.812,0,0,0.552,0,0,0.469
exciting,0,0.797,0,0,0.853,0,0.672,0
expectant,0,0.789,0,0,0,0,0,0
thrilling,0,0.781,0,0,0.776,0,0.859,0
hope,0,0.773,0,0,0.586,0,0.367,0.680
quest,0,0.766,0,0,0,0,0,0
countdown,0,0.750,0,0.156,0,0,0,0
start,0,0.750,0,0,0,0,0.344,0
anticipatory,0,0.750,0,0,0,0,0,0
adventure,0,0.750,0,0,0.470,0,0,0
expectance,0,0.750,0,0,0,0,0,0
climax,0,0.742,0,0,0.636,0,0.805,0.398
prophecy,0,0.742,0,0,0,0,0,0
expect,0,0.742,0,0,0,0,0.148,0.477
arouse,0,0.742,0,0,0,0,0,0
eager,0,0.742,0,0,0.438,0,0.406,0.539
ejaculation,0,0.734,0,0,0.424,0,0.547,0.273
birth,0,0.734,0,0.203,0.453,0,0,0.500
announcement,0,0.734,0,0,0,0,0,0
expectancy,0,0.727,0,0,0,0,0,0
expecting,0,0.727,0,0,0,0,0,0
imminent,0,0.727,0,0.345,0,0,0,0
liberation,0,0.727,0,0,0.531,0,0.414,0
urgent,0,0.727,0,0.450,0,0,0.695,0
trepidation,0,0.719,0,0.688,0,0,0.430,0
reunion,0,0.719,0,0,0.375,0,0,0.555
prospection,0,0.719,0,0,0,0,0,0
voyage,0,0.719,0,0,0,0,0,0
prospect,0,0.719,0,0,0,0,0,0
aspire,0,0.719,0,0,0.516,0,0,0.492
rapture,0,0.711,0,0,0.485,0,0,0
suspense,0,0.711,0,0.529,0,0,0.703,0
journey,0,0.711,0,0.062,0.447,0,0,0
kiss,0,0.711,0,0,0.610,0,0.312,0
enthusiasm,0,0.711,0,0,0.742,0,0.641,0
yearning,0,0.711,0,0,0.297,0,0,0.398
ecstasy,0,0.711,0,0,0.906,0,0,0
mystery,0,0.711,0,0,0,0,0.625,0
prospective,0,0.703,0,0,0,0,0,0
frantic,0,0.703,0.266,0.705,0,0,0.734,0
destination,0,0.703,0,0.109,0.281,0.170,0.148,0
lottery,0,0.703,0,0,0,0,0,0
hopeful,0,0.703,0,0,0.559,0,0.234,0.633
thrill,0,0.703,0,0.219,0.721,0,0.680,0
progress,0,0.703,0,0,0.397,0,0,0
urgency,0,0.703,0,0.391,0,0,0.625,0
tantalizing,0,0.703,0,0,0.572,0,0.547,0
hurry,0,0.695,0,0.203,0,0,0,0
explore,0,0.695,0,0,0,0,0,0
advance,0,0.695,0,0.188,0.375,0,0.375,0
vacation,0,0.695,0,0,0.547,0,0,0
sex,0,0.695,0,0,0.622,0,0,0.375
achievement,0,0.695,0,0,0.712,0,0,0.625
readiness,0,0.695,0,0,0.473,0,0,0.547
expectation,0,0.695,0,0,0,0,0,0
prediction,0,0.695,0,0,0,0,0,0
arrival,0,0.695,0,0,0,0,0,0
allure,0,0.688,0,0,0.453,0,0.406,0
ecstatic,0,0.688,0,0,0.954,0,0.562,0
approaching,0,0.688,0,0,0,0,0,0
honeymoon,0,0.680,0,0,0.636,0,0.250,0.523
roulette,0,0.680,0,0,0,0,0,0
holiday,0,0.672,0,0,0.712,0,0,0
crescendo,0,0.672,0,0,0.485,0,0.555,0.352
celebrating,0,0.672,0,0,0.970,0,0,0
wishful,0,0.672,0,0,0,0,0,0
waiting,0,0.664,0,0.141,0,0,0,0
invitation,0,0.664,0,0,0,0,0,0
rescue,0,0.664,0,0,0.225,0,0.547,0.531
impending,0,0.664,0,0.562,0,0,0,0
winning,0,0.664,0.109,0,0.703,0.094,0.453,0.523
craving,0,0.664,0,0,0,0,0,0
winnings,0,0.664,0,0,0.609,0,0,0
triumph,0,0.664,0,0,0.742,0,0,0
orgasm,0,0.664,0,0,0.765,0,0,0
marriage,0,0.656,0,0,0.514,0,0,0.695
bridal,0,0.656,0,0,0.531,0,0,0.430
victory,0,0.656,0,0,0.734,0,0,0.586
courtship,0,0.656,0,0,0.375,0,0,0.508
gain,0,0.656,0,0,0.288,0,0,0.469
aspiring,0,0.656,0,0,0.618,0,0,0.539
strive,0,0.656,0,0,0,0,0,0.531
reward,0,0.656,0,0,0.625,0,0.562,0.508
celebration,0,0.656,0,0,0.929,0,0.539,0.523
jackpot,0,0.656,0,0,0.641,0,0.812,0
bridegroom,0,0.656,0,0,0.469,0,0,0.445
fortune,0,0.656,0,0,0.591,0,0.477,0.383
tomorrow,0,0.648,0,0,0,0,0,0
rising,0,0.648,0,0,0.375,0,0,0
inheritance,0,0.648,0,0,0.470,0,0.383,0.586
alertness,0,0.648,0,0.216,0,0,0.500,0
crowning,0,0.648,0,0,0.485,0,0.383,0.484
aspiration,0,0.648,0,0,0.485,0,0.391,0.633
delivery,0,0.648,0,0,0,0,0,0
opportunity,0,0.648,0,0,0,0,0,0
intrigue,0,0.648,0,0.188,0,0,0.430,0
prescient,0,0.648,0,0,0,0,0,0
treasure,0,0.648,0,0,0.652,0,0,0.500
erotic,0,0.641,0,0,0.500,0,0.500,0.219
launch,0,0.641,0,0,0,0,0,0
reckoning,0,0.641,0,0,0,0,0,0
prognosis,0,0.641,0,0.217,0,0,0,0
happiness,0,0.641,0,0,0.984,0,0,0
celebrated,0,0.641,0,0,0.859,0,0,0
receiving,0,0.641,0,0,0.287,0,0.258,0
possibility,0,0.641,0,0,0,0,0,0
expedition,0,0.641,0,0,0,0,0,0
bride,0,0.641,0,0,0.471,0,0,0.531
engaged,0,0.641,0,0,0.652,0,0,0.625
anxious,0,0.641,0,0.518,0,0,0,0
hype,0,0.641,0,0,0,0,0,0
spectacular,0,0.641,0,0,0.912,0,0.688,0
award,0,0.641,0,0,0.727,0,0.352,0.523
prepare,0,0.633,0,0,0,0,0,0
coming,0,0.633,0,0,0,0,0,0
graduation,0,0.633,0,0.078,0.422,0,0.180,0.523
destiny,0,0.633,0,0,0.484,0,0,0
miracle,0,0.633,0,0,0.742,0,0.859,0.562
beware,0,0.633,0,0.547,0,0,0,0
succeed,0,0.633,0,0,0.516,0,0.375,0.555
passionate,0,0.633,0,0,0.734,0,0,0.617
birthday,0,0.633,0,0,0.691,0,0.492,0
passion,0,0.633,0,0,0.603,0,0,0.469
ominous,0,0.633,0,0.594,0,0,0,0
captivate,0,0.633,0,0,0.656,0,0.672,0.523
vision,0,0.633,0,0,0,0,0,0
delight,0,0.633,0,0,0.765,0,0,0
curious,0,0.633,0,0,0,0,0,0
firstborn,0,0.633,0,0,0.531,0,0,0.531
await,0,0.633,0,0,0,0,0,0
triumphant,0,0.625,0,0,0.907,0,0,0.617
escape,0,0.625,0,0.406,0,0,0,0
optimism,0,0.625,0,0,0.703,0,0.336,0.617
retirement,0,0.625,0,0.156,0.275,0.188,0,0.531
foresee,0,0.625,0,0,0,0,0.180,0.453
inspiration,0,0.625,0,0,0.725,0,0,0.648
ripen,0,0.625,0,0,0,0,0,0
gift,0,0.625,0,0,0.547,0,0.430,0
revival,0,0.625,0,0,0.359,0,0,0.578
lust,0,0.625,0,0,0,0,0,0
risky,0,0.617,0,0.562,0,0,0,0
foreboding,0,0.617,0,0.516,0,0,0,0
bloom,0,0.617,0,0,0.500,0,0,0.531
verge,0,0.617,0,0.234,0,0,0,0
embrace,0,0.617,0,0,0.676,0,0.312,0.602
destined,0,0.617,0,0,0,0,0,0.555
surprisingly,0,0.617,0,0,0,0,0.875,0
ambition,0,0.617,0,0,0.578,0,0,0.586
simmering,0,0.617,0,0,0,0,0,0
enchanting,0,0.617,0,0,0.828,0,0,0
foresight,0,0.617,0,0,0,0,0,0.555
lookout,0,0.609,0,0,0,0,0,0
forecast,0,0.609,0,0,0,0,0,0.484
seductive,0,0.609,0,0,0,0,0,0
bonus,0,0.609,0,0,0.547,0,0.586,0
succeeding,0,0.609,0,0,0.576,0,0,0.562
matrimony,0,0.609,0,0,0.531,0,0,0.648
magical,0,0.609,0,0,0.742,0,0.609,0
alerts,0,0.609,0,0.276,0,0,0.594,0
winner,0,0.602,0,0,0.636,0,0.547,0
applicant,0,0.602,0,0,0,0,0,0
fulfillment,0,0.602,0,0,0.728,0,0,0.664
inspire,0,0.602,0,0,0.594,0,0,0.680
foreseen,0,0.602,0,0,0,0,0,0
intended,0,0.602,0,0,0,0,0,0.469
boomerang,0,0.602,0,0,0,0,0,0.359
picnic,0,0.602,0,0,0.394,0,0.078,0.375
longing,0,0.602,0,0,0,0.594,0,0
success,0,0.602,0,0,0.797,0,0,0
diagnosis,0,0.602,0,0.391,0,0,0,0.484
visionary,0,0.602,0,0,0.500,0,0,0.594
prophetic,0,0.602,0,0,0,0,0,0
entertaining,0,0.602,0,0,0.688,0,0,0
nervous,0,0.602,0,0.469,0,0,0,0
illuminate,0,0.594,0,0,0.547,0,0.547,0
accelerate,0,0.594,0,0,0,0,0,0
advent,0,0.594,0,0,0.152,0,0,0.516
romance,0,0.594,0,0.031,0.779,0.000,0.289,0.484
result,0,0.594,0,0,0,0,0,0
arrive,0,0.594,0,0,0,0,0,0
momentum,0,0.594,0,0,0,0,0,0
buzz,0,0.594,0,0.234,0,0,0,0
rekindle,0,0.594,0,0.234,0.609,0,0.336,0
preparedness,0,0.594,0,0,0,0,0,0
acquiring,0,0.594,0,0,0,0,0,0
luck,0,0.594,0,0,0.484,0,0.508,0
marry,0,0.594,0,0.125,0.676,0,0.242,0.594
predict,0,0.589,0,0,0,0,0,0
auspices,0,0.586,0,0,0,0,0,0
uplift,0,0.586,0,0,0.723,0,0,0.562
fiesta,0,0.586,0,0,0.773,0,0.430,0.281
enjoying,0,0.586,0,0,0.771,0,0,0.586
preparation,0,0.586,0,0,0,0,0,0
raffle,0,0.586,0,0,0,0,0.453,0
investigation,0,0.586,0,0,0,0,0,0
progression,0,0.586,0,0,0.312,0.201,0,0.609
overdue,0,0.586,0,0,0,0.281,0.156,0
crave,0,0.586,0,0,0,0,0,0
impatient,0,0.586,0,0.224,0,0,0,0
enthusiast,0,0.586,0,0,0.471,0,0.445,0
flirt,0,0.586,0,0,0.594,0,0.312,0.281
seek,0,0.586,0,0,0,0,0,0
sequel,0,0.586,0,0,0,0,0,0
presumption,0,0.586,0,0,0,0,0,0.305
delightful,0,0.586,0,0,0.818,0,0,0.539
gambling,0,0.586,0,0,0,0,0.445,0
immerse,0,0.586,0,0.266,0.258,0,0.266,0.469
endeavor,0,0.586,0,0,0,0,0,0
experiment,0,0.580,0,0,0,0,0.414,0
enjoy,0,0.578,0,0,0.812,0,0,0.484
completing,0,0.578,0,0,0.406,0,0,0
angling,0,0.578,0,0,0,0,0,0
majestic,0,0.578,0,0,0.682,0,0.523,0.625
divination,0,0.578,0,0,0,0,0,0
transcendence,0,0.578,0,0,0.484,0,0.508,0.602
thriving,0,0.578,0,0,0.719,0,0,0
excavation,0,0.578,0,0,0,0,0.367,0
thirst,0,0.578,0,0,0,0.219,0.172,0
remedy,0,0.578,0,0,0.227,0,0,0.516
harvest,0,0.578,0,0,0.297,0,0,0
risk,0,0.578,0,0.562,0,0,0,0
healing,0,0.578,0,0,0.328,0.234,0,0.672
heavenly,0,0.578,0,0,0.853,0,0,0.570
inviting,0,0.578,0,0,0.500,0,0.289,0.578
precarious,0,0.578,0,0.547,0,0.406,0,0
attainable,0,0.578,0,0,0,0,0,0
blessing,0,0.578,0,0,0.844,0,0,0.625
prosper,0,0.578,0,0,0.562,0,0,0
plan,0,0.570,0,0,0,0,0,0
sweetheart,0,0.570,0,0,0.758,0.000,0,0.589
zest,0,0.570,0,0,0.516,0,0,0.289
magnificence,0,0.570,0,0,0.797,0,0,0.609
ultimate,0,0.570,0,0,0,0.109,0,0
emancipation,0,0.570,0,0,0.397,0,0,0
restlessness,0,0.570,0,0,0,0,0,0
finally,0,0.570,0.125,0,0.157,0,0.297,0.453
intimate,0,0.570,0,0,0.710,0,0,0.634
omen,0,0.570,0,0.594,0,0,0,0
matchmaker,0,0.570,0,0,0,0,0,0
gambler,0,0.570,0,0,0,0,0.406,0
prospectively,0,0.570,0,0,0,0,0,0
dare,0,0.570,0,0,0,0,0,0.258
warned,0,0.570,0,0.359,0,0,0.336,0
invite,0,0.570,0,0,0.457,0,0.266,0.430
mysterious,0,0.562,0,0.435,0,0,0.586,0
accolade,0,0.562,0,0,0.586,0,0.281,0.508
lover,0,0.562,0,0,0.719,0,0,0.477
expose,0,0.562,0,0.375,0,0,0,0
enchant,0,0.562,0,0,0.734,0,0.422,0
attempt,0,0.562,0,0,0,0,0,0
festival,0,0.562,0,0,0.625,0,0.266,0
exalt,0,0.562,0,0,0.636,0,0,0.555
rejoice,0,0.562,0,0,0.812,0,0.523,0.547
independence,0,0.562,0,0,0.607,0,0.242,0.547
expected,0,0.562,0,0,0,0,0,0
fanfare,0,0.562,0,0,0.594,0,0.484,0
immortality,0,0.562,0,0,0,0,0,0
quicken,0,0.562,0,0,0,0,0,0
parade,0,0.562,0,0.062,0.621,0,0.406,0
fun,0,0.562,0,0,0.788,0,0,0
predilection,0,0.562,0,0,0,0,0,0
champion,0,0.562,0,0,0.641,0,0,0.641
forewarned,0,0.562,0,0.250,0,0,0,0
hypothesis,0,0.562,0,0,0,0,0.258,0
trophy,0,0.562,0,0,0.484,0,0.234,0.406
shopping,0,0.555,0,0,0.382,0,0.219,0.297
salvation,0,0.555,0,0,0.412,0,0,0.547
speculative,0,0.555,0,0,0,0,0,0
oracle,0,0.555,0,0,0,0,0,0.438
heroism,0,0.555,0,0,0.576,0,0.547,0.648
grasping,0,0.555,0,0,0,0,0,0
uneasiness,0,0.555,0,0,0,0.469,0,0
curiosity,0,0.555,0,0,0,0,0.484,0
happy,0,0.555,0,0,0.788,0,0,0.609
rejoicing,0,0.555,0,0,0.818,0,0.578,0
fate,0,0.555,0,0,0,0,0,0.438
liberty,0,0.555,0,0,0.486,0,0.312,0.547
unfold,0,0.555,0,0,0,0,0,0
amour,0,0.555,0,0,0.607,0,0,0.508
lovely,0,0.555,0,0,0.719,0.009,0.180,0.586
splendor,0,0.555,0,0,0.788,0,0.438,0
grow,0,0.555,0,0,0.242,0,0,0.492
glimmer,0,0.547,0,0,0.530,0,0.266,0
abundance,0,0.547,0.078,0,0.652,0,0,0.570
resultant,0,0.547,0,0,0,0,0,0
probability,0,0.547,0,0,0,0,0,0
recreational,0,0.547,0,0,0.318,0,0,0
glory,0,0.547,0,0,0.859,0,0,0.477
agape,0,0.547,0,0,0,0,0.633,0
delighted,0,0.547,0,0,0.891,0,0.430,0
changeable,0,0.547,0,0,0,0,0.438,0
convergence,0,0.547,0,0,0,0,0,0
bountiful,0,0.547,0,0,0.667,0,0,0
warn,0,0.547,0,0.453,0,0,0.297,0.305
monetary,0,0.547,0,0,0,0,0,0
sorcery,0,0.547,0,0.516,0,0,0.625,0
morrow,0,0.547,0,0,0,0,0,0
apprehensive,0,0.547,0,0.578,0,0,0,0
hungry,0,0.547,0,0,0,0,0,0
pray,0,0.547,0,0.109,0.469,0,0.180,0.516
leisure,0,0.547,0,0,0.515,0,0.086,0.406
sensual,0,0.539,0,0,0.576,0,0.367,0.445
auction,0,0.539,0,0,0,0,0,0
ballot,0,0.539,0,0,0,0,0,0.531
grandchildren,0,0.539,0,0,0.540,0,0,0.492
hankering,0,0.539,0,0,0,0,0,0
entertainment,0,0.539,0,0,0.603,0,0.359,0.344
merge,0,0.539,0,0,0,0,0,0
exceed,0,0.539,0,0,0.348,0,0,0
vindication,0,0.539,0,0,0.453,0,0,0.500
blessings,0,0.539,0,0,0.750,0,0.352,0.609
inquiry,0,0.539,0,0,0,0,0,0
bounty,0,0.539,0,0,0.485,0,0,0.383
worrying,0,0.539,0,0.484,0,0.562,0,0
contingent,0,0.539,0,0,0,0,0,0
glad,0,0.536,0,0,0.781,0,0,0
magnificent,0,0.531,0,0,0.859,0,0.508,0.586
virginity,0,0.531,0,0,0,0,0,0
stealthy,0,0.531,0,0.250,0,0,0.430,0
appeal,0,0.531,0,0,0,0,0,0
forming,0,0.531,0,0,0,0,0,0
celestial,0,0.531,0,0,0.547,0,0,0
deliverance,0,0.531,0,0,0.348,0,0,0.531
feat,0,0.531,0,0,0.297,0,0.445,0
cheer,0,0.531,0,0,0.897,0,0.539,0.547
responsive,0,0.531,0,0,0,0,0,0.539
hurried,0,0.531,0,0,0,0,0,0
betrothed,0,0.531,0,0,0.485,0,0,0.555
overthrow,0,0.531,0,0.547,0,0,0,0
spirits,0,0.531,0,0,0.375,0,0.414,0
dread,0,0.531,0,0.859,0,0,0,0
visitor,0,0.531,0,0,0.250,0,0,0
wait,0,0.523,0,0,0,0,0,0
revive,0,0.523,0,0,0,0,0,0
watch,0,0.523,0,0.188,0,0,0,0
hunter,0,0.523,0,0.562,0,0.359,0,0
radiance,0,0.523,0,0,0.725,0,0,0.492
planning,0,0.523,0,0,0,0,0,0.617
germination,0,0.523,0,0,0,0,0,0
competition,0,0.523,0,0.172,0,0,0,0
preparatory,0,0.523,0,0,0,0,0,0
prognostic,0,0.523,0,0,0,0,0,0
beaming,0,0.523,0,0,0.938,0,0,0
cheery,0,0.523,0,0,0.727,0,0,0
prevail,0,0.523,0,0,0.562,0,0,0
importance,0,0.523,0,0,0,0,0,0
notification,0,0.523,0,0,0,0,0,0
pleasant,0,0.523,0,0,0.656,0,0.242,0.562
ultimately,0,0.523,0,0,0,0,0,0
child,0,0.523,0,0,0.466,0,0,0
haste,0,0.523,0,0,0,0,0,0
prophet,0,0.523,0,0,0,0,0,0.555
recreation,0,0.516,0,0,0.545,0,0,0
present,0,0.516,0,0,0.441,0,0.320,0.453
time,0,0.516,0,0,0,0,0,0
sensuality,0,0.516,0,0,0.641,0,0,0
loom,0,0.516,0,0.328,0,0,0,0
begun,0,0.516,0,0,0,0,0,0
salary,0,0.516,0,0,0.234,0,0,0.414
chocolate,0,0.516,0,0,0.484,0,0,0.445
fermentation,0,0.516,0,0,0,0,0,0
precious,0,0.516,0,0,0.682,0,0.195,0
compensate,0,0.516,0,0,0.273,0,0.266,0.562
endanger,0,0.516,0,0.688,0,0,0,0
renovation,0,0.516,0,0,0.333,0,0,0
signify,0,0.508,0,0,0,0,0,0
vigilance,0,0.508,0,0,0,0,0,0.594
prerequisite,0,0.508,0,0,0,0,0,0
perfection,0,0.508,0,0,0.779,0,0.305,0.688
cultivate,0,0.508,0,0,0,0,0,0.555
develop,0,0.508,0,0,0,0,0,0
cue,0,0.508,0,0,0,0,0,0
exigent,0,0.508,0.336,0.391,0,0,0.492,0
transitional,0,0.508,0,0,0,0,0,0
commemoration,0,0.508,0,0,0.479,0,0,0
intermission,0,0.508,0,0,0,0,0,0
elevation,0,0.508,0,0.266,0.455,0,0,0.523
infant,0,0.508,0,0.067,0.309,0,0.141,0
practise,0,0.508,0,0,0,0,0,0
contemplation,0,0.508,0,0,0,0,0,0
wilderness,0,0.508,0,0.422,0.121,0.255,0,0
horizon,0,0.508,0,0,0,0,0,0
sneaking,0,0.500,0,0.375,0,0,0,0.211
uphill,0,0.500,0,0.203,0,0,0,0
puppy,0,0.500,0,0,0,0,0,0.453
blindfold,0,0.500,0,0.266,0,0,0.609,0
horoscope,0,0.500,0,0,0,0,0,0
airport,0,0.500,0,0,0,0,0,0
reconciliation,0,0.500,0,0,0.316,0,0,0.555
sunny,0,0.500,0,0,0.562,0,0.102,0
intuitively,0,0.500,0,0,0,0,0,0
hero,0,0.500,0,0,0.562,0,0.344,0.773
ardent,0,0.500,0,0,0.250,0,0,0
commemorate,0,0.500,0,0,0.453,0.125,0,0
romantic,0,0.500,0,0,0.750,0,0,0.500
ready,0,0.500,0,0,0,0,0,0
nascent,0,0.500,0,0,0,0,0,0
invocation,0,0.500,0,0,0,0,0,0.547
depart,0,0.500,0,0,0,0.234,0,0
undisclosed,0,0.500,0,0,0,0,0,0
attendance,0,0.500,0,0,0,0,0,0
peril,0,0.500,0,0.859,0,0.656,0,0
income,0,0.500,0,0,0.403,0.100,0,0.484
calculation,0,0.500,0,0,0,0,0,0
zeal,0,0.500,0,0,0.547,0,0.484,0.328
eventuality,0,0.500,0,0.141,0,0,0,0
favorable,0,0.500,0,0,0.561,0,0.297,0.656
utopian,0,0.500,0,0,0.719,0,0,0.430
swim,0,0.500,0,0.125,0.273,0,0,0
proceeding,0,0.492,0,0,0,0,0,0
eventual,0,0.492,0,0,0,0,0,0
heyday,0,0.492,0,0,0.484,0,0,0.320
undertaking,0,0.492,0,0,0,0,0,0
improvise,0,0.492,0,0,0,0,0.523,0
inauguration,0,0.492,0,0,0.409,0,0,0.438
consequent,0,0.492,0,0,0,0,0,0
perspective,0,0.492,0,0,0.221,0,0,0
gaping,0,0.492,0,0,0,0,0,0
parole,0,0.492,0,0,0,0,0,0
worry,0,0.492,0,0.578,0,0.641,0,0
bless,0,0.492,0,0,0.561,0,0,0.633
restorative,0,0.492,0,0,0.318,0,0,0.555
highest,0,0.491,0,0.236,0.591,0,0.344,0
shortly,0,0.484,0,0,0,0,0,0
auspicious,0,0.484,0,0,0.391,0,0,0
princely,0,0.484,0,0,0.515,0,0.398,0.531
correspondence,0,0.484,0,0,0,0,0,0
generosity,0,0.484,0,0,0.625,0,0.305,0.594
sparkle,0,0.484,0,0,0.577,0,0.367,0
voluptuous,0,0.484,0,0,0.344,0,0,0
happen,0,0.484,0,0,0,0,0,0
letter,0,0.484,0,0,0,0,0,0
vow,0,0.484,0,0,0.382,0,0,0.781
conjure,0,0.484,0,0,0,0,0.555,0
god,0,0.484,0,0.094,0.545,0,0,0.617
